"","AUS_B_1","CAN_B_1","CHE_B_1","CHN_B_1","DEU_B_1","FRA_B_1","GBR_B_1","ITA_B_1","JPN_B_1","MEX_B_1","NOR_B_1","USA_B_1","AUS_B_2","CAN_B_2","CHE_B_2","CHN_B_2","DEU_B_2","FRA_B_2","GBR_B_2","ITA_B_2","JPN_B_2","MEX_B_2","NOR_B_2","USA_B_2","AUS_B_3","CAN_B_3","CHE_B_3","CHN_B_3","DEU_B_3","FRA_B_3","GBR_B_3","ITA_B_3","JPN_B_3","MEX_B_3","NOR_B_3","USA_B_3"
"2004-07-15",6.12900465951463,5.82822044652079,3.72222670020147,6.43199065689296,5.37928224875958,5.25752232889033,4.94310457725518,5.72361720079795,3.10279956933607,12.5316243720592,5.14208903054138,5.74977857179264,-0.728888967669103,-3.90046550348508,-3.20271568331488,-3.30248924698724,-3.21391223098061,-3.06174223211445,-0.525314103586873,-3.70249663997452,-2.68166110302508,-4.49339199247309,-3.59317938183279,-4.36032618123522,-1.16221650580903,-1.79989749542888,-2.46245411321277,-4.97379128521735,-3.74669804727695,-3.7668047250215,1.43421660836782,-4.00631312520507,-5.84330346782118,-7.36615387977292,-1.57574519268389,-3.30038220766263
"2004-07-16",6.13173292223768,5.75628936303012,3.80998157574383,6.46947552136584,5.34975655266166,5.23105017169473,4.91187342143476,5.69751093032781,3.07494964160649,12.3648002070535,5.11930959606848,5.64213488299269,-0.734654065003177,-3.83022809057263,-3.21261508235585,-3.35581146899283,-3.15318601025872,-3.0041953348903,-0.461470259501328,-3.60788533140836,-2.6377973044387,-4.37089666293975,-3.50267651127424,-4.20102463738754,-1.18279047224898,-1.97334243157617,-2.96540011111845,-5.04125357050545,-4.0078106551866,-4.02895011760613,1.12897770470568,-4.32945422076628,-5.8990170659045,-7.46198124812739,-1.78785021428893,-3.61113739708165
"2004-07-19",5.97545984612684,5.75637533354939,3.80595868720938,6.42907382012811,5.35349026529871,5.23570013444519,4.91661592266364,5.7071507306097,3.07497186944138,12.3126254622698,5.11605891824932,5.62479337030451,-0.593875656391301,-3.78191196999623,-3.23356692964804,-3.30630466279781,-3.15573885855525,-3.00660654560883,-0.467739073534595,-3.63073733121936,-2.63831779294432,-4.3159633918797,-3.50302411478778,-4.18985411454485,-1.06907387817412,-2.01511251980305,-2.90661492582605,-5.00593211653484,-4.01856259682224,-4.04409174153067,1.12691732611694,-4.34470847618477,-5.89124085401191,-7.5537757843572,-1.76964958700815,-3.47611717678603
"2004-07-20",6.09393580627314,5.80702162535489,3.80116372030925,6.42788806072111,5.36532426040564,5.24833972985712,4.93419258238248,5.71704976603804,3.06302890736114,12.4301413974354,5.09499761523059,5.68660528831257,-0.694036280790594,-3.87222189303563,-3.23322679148881,-3.24972263651059,-3.1720468640738,-3.02371720529088,-0.482209547374339,-3.65494879216149,-2.61510021526482,-4.29203101244086,-3.57829493953683,-4.28657082363401,-1.04062591934915,-1.91292116531783,-2.87896175654452,-5.06830737804276,-3.9775406231891,-4.00422556476794,1.098827229122,-4.28183115260257,-5.93546836714333,-7.52810745620843,-1.4983919533085,-3.15983895868482
"2004-07-21",6.0441489147449,5.82636286526119,3.79970391761489,6.38555989467661,5.39142726932919,5.27859140538313,4.99769142057054,5.74872419021697,3.08150805645349,12.5639226157023,5.1458260915889,5.70070892049398,-0.695563670239117,-3.89591348703256,-3.2585061240951,-3.27516361312879,-3.23138962965675,-3.08453881046674,-0.506759675140245,-3.70070517804761,-2.65080147947008,-4.33293002901846,-3.54798897442095,-4.31469157622437,-0.968797524941496,-1.78235487511416,-2.58942752215753,-4.51149827834062,-3.64544584861199,-3.69347854596762,1.24892095383248,-3.98665769319159,-5.8566942587332,-7.2950603285822,-1.55505990453911,-3.03808079175677
"2004-07-22",6.02764703420058,5.80234934866751,3.79470104371055,6.35326429401156,5.35666357706068,5.24781667714392,4.93576724429065,5.70686060270179,3.07988220979136,12.5720894409914,5.15467912939836,5.68412164938936,-0.673769573838334,-3.87057462811858,-3.21538819401173,-3.10246700815784,-3.1850415173303,-3.02667093590085,-0.455003752933172,-3.65176847977604,-2.64893015255553,-4.31065717915073,-3.56872607384102,-4.28833884161077,-1.01854210006716,-1.77131084600624,-2.75235343936631,-4.56337602214152,-3.70724116058427,-3.79020115744339,1.4410593805954,-4.0107716371268,-5.85251667230725,-7.37178958625043,-1.63156083253948,-3.07281683481844
"2004-07-23",6.06838507765684,5.79075164268548,3.79200904954659,6.35712056436055,5.32659562923379,5.21866238853071,4.93507471355332,5.67869324394369,3.09962259943572,12.5336766516072,5.13550239349822,5.65921532762519,-0.716638615405999,-3.85494008809575,-3.22361394452484,-3.10609397183944,-3.16586636290083,-3.00792927123622,-0.53087229309221,-3.62920074834502,-2.68759396310376,-4.34186959702477,-3.57426941055464,-4.25325314835253,-1.02884295945647,-1.87825970364985,-2.71824655941298,-4.56891795694633,-3.567109839097,-3.64949871280786,1.63667302015788,-3.88852480316287,-5.77255920031929,-6.9208772674627,-1.612512789526,-3.05219227296039
"2004-07-26",6.14812410525768,5.77635658851407,3.79576249673378,6.19622838300094,5.33688070749148,5.2322660557386,4.96387560132917,5.69578705827013,3.10823918633105,12.6625430140626,5.14240931750537,5.70681415707256,-0.760122041736428,-3.80809382054804,-3.23657481269056,-3.07307483962646,-3.18507859052358,-3.03144997651238,-0.416737016547641,-3.62299908530541,-2.69338342567112,-4.23314382791731,-3.49067438422842,-4.24154381826753,-1.12068553745826,-1.72751002184596,-2.67023423049459,-4.03459098462982,-3.44376316695725,-3.53111266248901,1.47189649640045,-3.82411365279231,-5.79129531028217,-7.08702395195001,-1.81017871824906,-3.00673092017697
"2004-07-27",6.31895706254531,5.86913929546531,3.70794672708158,6.16778944414284,5.34665776837161,5.24313995307169,4.97041225407039,5.70775402107152,3.14825698261664,12.834287833771,5.13321509139004,5.83762322819731,-0.912993574584751,-3.87889047642265,-3.19020711277439,-3.04758542616815,-3.20639082075946,-3.04904905736289,-0.433797106897269,-3.62880098081503,-2.74056578372905,-4.37776127757642,-3.57636424158158,-4.38384471596074,-1.17049240895971,-1.68924181483052,-2.28021054830834,-3.98347795126121,-3.35746839529305,-3.45411080631059,1.55745004224211,-3.76402540666014,-5.79330226533617,-6.81874618466061,-1.5933926322429,-2.89268732982917
"2004-07-28",6.28632739572812,5.8521320329764,3.81301803749606,6.17598373619561,5.3587408850454,5.253561933937,4.97149645977118,5.71382921670558,3.17795810835232,12.8471885934002,5.15082968529938,5.86686177986344,-0.891244206329027,-3.86907167781421,-3.25292888458997,-3.00700691498174,-3.22060265622384,-3.06033124356154,-0.445016116672789,-3.68061364068676,-2.76487148706216,-4.52515356532114,-3.63621007948231,-4.3978669464881,-1.13821991856925,-1.64199228811163,-2.51702745228685,-4.0369011893604,-3.36828788886179,-3.46988044225239,1.61856648297471,-3.6999278900196,-5.8489843072311,-6.82135780029247,-1.51029625824293,-3.25023431084043
"2004-07-29",6.27778767271738,5.86254789665136,3.81110937870623,6.16148914233764,5.34504735423647,5.24078332644378,4.96885211402768,5.69612158856704,3.1584761464743,12.7728659762469,5.12159589818602,5.82957298877574,-0.886424265533496,-3.88449325226999,-3.23833463750141,-2.96366571459196,-3.19593971420941,-3.04004479010363,-0.426184953294101,-3.64868773525795,-2.7242944937115,-4.50767303307505,-3.61193764675901,-4.36633245826714,-1.01846405945424,-1.7488923464132,-2.57267932726017,-4.04002209547423,-3.4516058759492,-3.54804801321814,1.59951836448011,-3.78155411412033,-5.94945860634628,-6.89899874401001,-1.50855661953826,-3.12209091386454
"2004-07-30",6.25098370283615,5.81280268476096,3.79864838107263,6.16766410434783,5.30191713148151,5.1940083926705,4.89005269384667,5.64914689330294,3.20835613458169,12.7507004348381,5.05073917409769,5.7173628912434,-0.851027452322424,-3.84504012012217,-3.16786578586547,-2.95618365613236,-3.1310637455349,-2.99484471711801,-0.327788507316363,-3.59043936015797,-2.77496291280404,-4.5361639304345,-3.5417870752068,-4.2282733055035,-0.949241083304607,-1.84490765354195,-2.89596323439015,-4.05745962004487,-3.63303703402723,-3.6684483233409,1.52732761605823,-3.93263529312205,-6.00097698588275,-6.93507027268001,-1.52025096152753,-3.21794037462664
"2004-08-02",6.12934134586828,5.81562187534223,3.79390404259435,6.16102031614238,5.29538661345193,5.18962852791034,4.88805317986807,5.64535724193577,3.25581946946466,12.8667595360251,4.9912260560098,5.71294845508264,-0.75690610365883,-3.74166120912022,-3.16850026477885,-2.96808959516195,-3.1125132902214,-2.9785657060727,-0.320930302451492,-3.58681395465462,-2.82677009604537,-4.62478277802337,-3.43428954471662,-4.18821697988576,-0.878456988717287,-2.01879291344435,-2.88700892286364,-4.04981011128253,-3.70581453562648,-3.75300409677278,1.503293898796,-4.01671222273647,-6.033338129479,-7.14416624040105,-1.47807801976593,-3.37639146905564
"2004-08-03",6.05194549526629,5.75800338108747,3.79395688810422,6.16281263659024,5.28694518561417,5.18143810336593,4.86684145329671,5.63425326116474,3.20364430420509,12.982357077215,5.00427161826532,5.68299415185581,-0.705887782127156,-3.77440819461689,-3.1398161662236,-2.96899738579037,-3.10148525555865,-2.96762607853381,-0.285939891555167,-3.58345415612671,-2.787465368414,-4.61678735240213,-3.52317635964235,-4.14286533986551,-0.883252991693917,-2.00876811487084,-3.03259014962809,-4.01468355506263,-3.72429311184318,-3.75896512918581,1.57564797966833,-4.01152681528281,-5.89985899320583,-7.26460774751595,-1.4027727598569,-3.37962317374249
"2004-08-04",6.06616135511647,5.7633214666886,3.79861730801151,6.16541127024186,5.27225230860387,5.16732533942753,4.84763910338896,5.61853578502564,3.10007318290298,13.0858809478293,4.96728073133721,5.67542926813652,-0.702783629903199,-3.74940003941392,-3.10194139048431,-2.95014585467922,-3.08221727683336,-2.95027307752983,-0.267662998712874,-3.56238823299049,-2.6800188882213,-4.7491285271837,-3.4718789865093,-4.14507319012058,-0.956009182173164,-2.08171563198379,-3.41512386484752,-4.05163614171806,-3.75769799099255,-3.79773216235505,1.58462708925145,-4.04521490005829,-5.8120596884658,-7.3520907588416,-1.33345358545974,-3.35562501163054
"2004-08-05",6.03262231560705,5.76278090761252,3.80547917269464,6.20830108814387,5.25739534771207,5.15032589469178,4.80802913771972,5.60835487120992,2.98433834464212,13.0868429688046,4.92979315764501,5.66258474290635,-0.691463576878047,-3.77242464808754,-3.10499773530759,-2.98161675054088,-3.05275311439156,-2.93541512633365,-0.171457878297019,-3.52140518997515,-2.58080059673389,-4.72688262124973,-3.43376240235916,-4.1216166496789,-0.990196606937001,-2.09061980080385,-3.5696433718886,-4.24386994075786,-3.87428787503593,-3.87520517293326,1.24137123484492,-4.21293369425366,-5.58785854097558,-7.27822086508337,-1.40882270087056,-3.42156373983511
"2004-08-06",6.02550876385414,5.69513780971332,3.81065742737249,6.24834692450006,5.20821578752862,5.10216474456352,4.77668256481779,5.55149109343126,2.95256117047821,12.7550277062154,4.82318328742487,5.56455942265983,-0.668706428069218,-3.65299853175279,-3.07143279708631,-3.06175371077752,-2.97402658546778,-2.84961597335089,-0.10588099718331,-3.41425245066227,-2.5332001835925,-4.50257247536011,-3.25974129349372,-3.98364541008147,-1.02910370891898,-2.76369328842626,-3.98470678737728,-4.27861267825456,-4.13899379367339,-4.14301577929797,0.918878782991735,-4.46911575719243,-5.63936720315573,-7.17639292595247,-1.48291292306001,-4.13225427861281
"2004-08-09",5.92989136980626,5.75385044079679,3.8294017088104,6.24014206670107,5.21261934701539,5.10919299359956,4.80504490106705,5.56218677957155,2.85665243316712,12.7858956695692,4.82740223012611,5.58542256015347,-0.599573718436911,-3.74458665809073,-3.13790823582224,-3.10783486117523,-2.97800782710505,-2.85171364355087,-0.142747758798812,-3.45224566177817,-2.44700376479042,-4.53243698167741,-3.26580714397939,-3.97456450731431,-0.908445819562421,-2.67012698816139,-4.04537340317302,-4.1918549837129,-4.11941645855372,-4.12608595848114,0.99062736729907,-4.43577970264933,-5.47584195245636,-7.45051617415422,-1.55206538636136,-4.03265537607625
"2004-08-10",5.94679196893891,5.75308706076586,3.80857345468886,6.23553598855828,5.20097018286326,5.1000965697416,4.78334800996602,5.55343534576824,2.86871777932103,12.9157625168087,4.79049895396844,5.56523288499243,-0.592081124181089,-3.7242770536022,-3.10832996017135,-3.10807068745514,-2.96182868787779,-2.8349908559682,-0.116889614112747,-3.42194441223197,-2.45750149415354,-4.49652085914003,-3.18943324681985,-3.98399958720351,-0.868792468866657,-2.67680583155582,-3.98272229655311,-4.19940550787786,-4.1271631884766,-4.14342503221645,0.988886796759561,-4.473020885398,-5.50180881131673,-7.74196230187305,-1.68625454181789,-3.63485421730034
"2004-08-11",5.93122469860857,5.72456861264629,3.80761307132773,6.23438410317382,5.22375822494101,5.12057892429882,4.81430528003035,5.57774926315076,2.90339793994404,12.9798688580624,4.79445035904461,5.55181539252896,-0.585363800526915,-3.78749314492105,-3.10330006921663,-3.10890341739856,-2.99233418576504,-2.86621493105283,-0.16533887447854,-3.44957714126872,-2.50018356553159,-4.50020558497063,-3.208278641131,-4.00781406237602,-0.872822039899956,-2.33592340911751,-3.82916804619075,-4.1919381782783,-4.06024496644366,-4.06952637721258,1.08926590289401,-4.41508082755394,-5.49950088679995,-7.66150466376146,-1.65936785296308,-3.6467628419951
"2004-08-12",5.91069015572307,5.70843111784297,3.78959322115781,6.15732686850441,5.20525908371955,5.10047248247739,4.78559103266394,5.56195500808266,2.88934338390133,12.8955629980505,4.88230046875546,5.53277500139413,-0.58671949720642,-3.82687933987309,-3.07596121486712,-3.04801746105685,-2.96602324171833,-2.84015814194661,-0.123855794281489,-3.37664749500823,-2.47144328989151,-4.45195235744809,-3.32446709095357,-3.97449117552748,-0.915378727952896,-2.31080095726213,-3.88478031490916,-4.05160330569886,-4.1045982473654,-4.09572655006007,0.980325000638943,-4.52712743600379,-5.56299494318631,-7.63234452708433,-1.68814591474427,-3.6326717140657
"2004-08-13",5.89542095116884,5.6829635690369,3.79163949333943,6.236844356361,5.19845995395939,5.09302931367816,4.78984799851436,5.55267433076528,2.76675611537627,12.7197800707348,4.88186319791575,5.50318015094173,-0.554152513081918,-3.77841952685175,-3.06454940496524,-3.16582488721846,-2.94702742012859,-2.81867498629268,-0.112696549694279,-3.37469459052834,-2.35623328818618,-4.37150665098367,-3.33269633562748,-3.92089791835621,-0.934891459769328,-2.25315370210518,-3.98685251242964,-4.03779510030573,-4.22916780614427,-4.21299623187676,0.873702408830096,-4.61854330376449,-5.39096917599854,-7.45685200420982,-1.63787761145941,-3.82171390793234
"2004-08-16",5.99814524945991,5.70727054749225,3.81459639127787,6.20089595209495,5.2254935777221,5.13350661356362,4.8330444761508,5.58779719866937,2.75813622434012,12.7034056388739,4.95272473607093,5.54301785896875,-0.621155799306559,-3.7576832562146,-3.13125975189094,-3.14937580817754,-3.00781153455767,-2.86358613863643,-0.161639524128878,-3.46153495141075,-2.33705462920613,-4.40752458380756,-3.42643934759767,-3.92694758341939,-1.02812315582691,-2.14041939410152,-3.87287050576993,-3.91565822200455,-4.05703607282521,-4.14085369092557,0.927322129803647,-4.46300972704029,-5.43917408038196,-7.46601180404651,-1.54519868861073,-3.84121549281084
"2004-08-17",5.88132962808274,5.6827962434181,3.81008292353827,6.23660809939196,5.20860286323618,5.11340653136756,4.81402659568324,5.56752272256517,2.82602902218899,12.6265005758869,4.96562217216471,5.49944062182364,-0.537832319497256,-3.72128845309592,-3.12625054615781,-3.15056710687708,-2.98643119555525,-2.84493883889184,-0.142632504406609,-3.41687671927517,-2.40595770819239,-4.36701363923658,-3.43952006575193,-3.8660075167502,-0.970245722276095,-2.24852605418977,-3.87044792305437,-4.02046523662805,-4.1110209967485,-4.17377888042488,0.939952813776347,-4.52471973415032,-5.50938862279299,-7.41915296793812,-1.51310106136805,-4.07984987923737
"2004-08-18",5.87686526699137,5.73052944976198,3.8080245862893,6.25148034020924,5.22462670252611,5.13333590106228,4.8223934345285,5.58465331563171,2.76512001035335,12.8884066433339,4.95384378624394,5.54275092917939,-0.534827636350124,-3.76544441320224,-3.11929224456896,-3.22153407555671,-3.00210334480448,-2.86748462030025,-0.139981209603817,-3.45577911985537,-2.35000623284286,-4.49688072414709,-3.41258139718304,-3.92802375225055,-0.930894842696397,-2.27621816518993,-3.88706090355407,-3.92761184757495,-4.09951647447829,-4.17099183097751,0.817417832265691,-4.48943712842329,-5.41778107188261,-8.43896182502915,-1.67196825344688,-4.01492321879569
"2004-08-19",5.84714781923908,5.70216473399357,3.809031141328,6.19259602230149,5.2151429256432,5.1204991949571,4.81821945768343,5.57160255659556,2.78621830080689,13.0117655300701,4.96211733883448,5.54026221178937,-0.52328208106507,-3.71036168951092,-3.11927422104763,-3.20045104831464,-2.98684063796187,-2.85137403289998,-0.134132273319014,-3.42516202872462,-2.37721188544205,-4.52336189860193,-3.41442873387938,-3.90705386456673,-0.936535799575258,-2.40244736114568,-3.89900655459604,-3.74436222187787,-4.10873321561139,-4.16527209790693,0.811281706572209,-4.49722945771563,-5.39849695767914,-8.25674123761598,-1.70978751901861,-4.18455543155704
"2004-08-20",5.85545760002879,5.71273355906649,3.80370299479606,6.20768287801485,5.20925880472065,5.11566927379659,4.80123168569871,5.57875690553902,2.75217780059445,12.91982715647,4.95296781400874,5.52805950018248,-0.51951876383285,-3.69709448485807,-3.10764466756059,-3.20724842282678,-2.97709159945408,-2.84005174470094,-0.110178490165501,-3.37233893773286,-2.34574963807558,-4.44472895949224,-3.3949563030512,-3.89848447853116,-0.965916456507386,-2.52222865419972,-3.9327080781796,-3.78797343322642,-4.15435895017144,-4.21579377393135,0.776224193407883,-4.67759144347853,-5.34632496089275,-7.87921002347466,-1.75743467779983,-3.99511257488725
"2004-08-23",5.91772933930572,5.76818557141448,3.80596804114388,6.21525216214226,5.24995328803562,5.15825730407504,4.87245715213103,5.62384305142995,2.80038011382087,12.999127989833,4.95493028427672,5.58420496820069,-0.543858574337759,-3.73100571171283,-3.14719778686165,-3.21971425018374,-3.02718806819072,-2.90149687479056,-0.203712121421572,-3.41003801955615,-2.3994001272642,-4.47508114071884,-3.41971277181742,-3.93635470795399,-0.894590266380147,-2.54213900837742,-3.67594392628812,-3.73182059379796,-4.01250600331952,-4.06165057879389,0.92462219027222,-4.56280912833606,-5.37629098926843,-7.63131193910452,-1.57551710133613,-3.9634501399602
"2004-08-24",5.9122431608984,5.763385071421,3.81766637778588,6.27262388311998,5.23567376549819,5.14119834764219,4.85104614284289,5.59358322579494,2.79043518321546,12.9762435852475,4.95858642646602,5.57805340739172,-0.554238345178105,-3.60978575802273,-3.12932914567172,-3.2422979177739,-3.01555900138797,-2.88888668936456,-0.185439982830422,-3.4702879291508,-2.38780145656238,-4.43991684149986,-3.4114216697601,-3.87544435399759,-0.877785412791027,-2.43953137981336,-3.56142594539765,-3.79316445812594,-3.94882075174984,-3.99079511769263,0.982684361154926,-4.3249179199724,-5.36387608370308,-7.48878858959872,-1.55324371069301,-4.06927314616091
"2004-08-25",5.87175576739848,5.72282441642405,3.81980763434029,6.29166944830061,5.20062549809649,5.10995674142552,4.81958367384115,5.55751870046816,2.82236223985375,12.8525814789366,4.95262001233324,5.56559240921644,-0.535112060479788,-3.55723362846303,-3.09240518263119,-3.24476260014573,-2.97367055346279,-2.85113627638237,-0.141959434819479,-3.42288629119128,-2.42979034022355,-4.2821321257207,-3.19943509734842,-3.8701743606,-0.846985751881412,-2.40154553123395,-3.64537067951273,-3.86332916695628,-4.00415814169126,-4.06188783159369,0.8726343305361,-4.38971009290209,-5.34671353270302,-7.52647939689345,-1.78474174512794,-4.05655098527283
"2004-08-26",5.80630931020446,5.70418326740479,3.83761657296716,6.26382867010875,5.18867621347096,5.09476279279727,4.80477462828254,5.5378901402072,2.80293098852256,12.7804021412356,4.95377387986053,5.5016339991417,-0.481886645507956,-3.5236764636444,-3.06525432836315,-3.24365899736062,-2.95239436649179,-2.84621998701812,-0.126948840374308,-3.37868919542458,-2.40570752652246,-4.18762748475527,-3.18672627137661,-3.79363788084946,-0.862284432346653,-2.45569573873428,-3.74942465325856,-3.79974308701711,-4.0327094495065,-4.04580057715256,0.893351482207429,-4.40368006377349,-5.35266356072748,-7.50620813596901,-1.86428761992636,-4.03562357332326
"2004-08-27",5.80423414602884,5.69053343474257,3.83607720609047,6.28655789994165,5.20203910791208,5.10980013795086,4.82697704059621,5.55620135983111,2.75881793488318,12.8446907726972,4.90095741464228,5.51458067992334,-0.462760277315417,-3.50251215299833,-3.05130852382628,-3.24690855811567,-2.95893915461448,-2.8491743231922,-0.147920367277989,-3.40507547289131,-2.35157010163212,-4.25611662023361,-3.32851192234056,-3.79818929186631,-0.891303298825932,-2.42868322572335,-3.83160099385344,-3.82558648045288,-4.09026961845054,-4.11381898943632,0.819511258941587,-4.47032020510499,-5.35326317854822,-7.95943660244189,-1.78097110495019,-3.99469713962712
